Text;finals;last_word
і Ой чи рано, чи не рано,;но;ра^но
Ще кури не піли,;ли;пі^ли
(і) Пішов Яків до вдовиці,;ці;вдови^ці
Люди не виділи.;ли;виді^ли
(і) Пішов Яків до вдовиці,;ці;вдови^ці
Люди не виділи.;ли;виді^ли
Й прийшов же він до вдовиці:;ці;вдови^ці
– Й добрий вечір, серце!;це;се^рце
Она йому відказала:;ла;відказа^ла
– Йди, вбий жінку перший.;ий;пе^рший
Она йому відказала:;ла;відказа^ла
– Йди, вбий жінку перший.;ий;пе^рший
Йди, вбий жінку ще й дитину,;ну;дити^ну
Положи на лаву,;ву;ла^ву
Тогди прийдеш ізвечера;ра;ізвече^ра
До самого ранку.;ку;ра^нку
Тогди прийдеш ізвечера;ра;ізвече^ра
До самого ранку.;ку;ра^нку
– Й порадь мене, моя вдово,;во;вдо^во
Як же жінку бити,;ти;би^ти
Й моя жінка молоденька, –;а ;молоде^нька
Буде ся просити.;ти;проси^ти
Й моя жінка молоденька, –;а ;молоде^нька
Буде ся просити.;ти;проси^ти
– Не дивися, Яковочку,;ку;яково^чку
На її прозьбочку,;ку;прозьбо^чку
Забий коси у лавочку,;ку;лаво^чку
Сам бий в головочку.;ку;голово^чку
Забий коси у лавочку,;ку;лаво^чку
Сам бий в головочку.;ку;голово^чку
– Й порадилась мене, вдово,;во;вдо^во
Як же жінку вбити,;ти;вби^ти
Й порадь мене, моя вдово,;во;вдо^во
Що з нею зробити.;ти;зроби^ти
Й порадь мене, моя вдово,;во;вдо^во
Що з нею зробити.;ти;зроби^ти
– Й заткай каглу, забий двері,;рі;две^рі
"Скажут, що вгоріла;";ла;вгорі^ла
Й завези ї в круті гори, –;и ;го^ри
Скажут, що вдуріла.;ла;вдурі^ла
Й завези ї в круті гори, –;и ;го^ри
Скажут, що вдуріла.;ла;вдурі^ла
Прийшов Яків додомочку,;ку;додо^мочку
Став ножі острити,;ти;остри^ти
Його жінка молоденька;ка;молоде^нька
Стала ся просити:;ти;проси^ти
Його жінка молоденька;ка;молоде^нька
Стала ся просити:;ти;проси^ти
– Й зажди міні, Яковочку,;ку;яково^чку
Хоть час, хоть годину,;ну;годи^ну
Й нехай же я підгодую;ую;підгоду^ю
Маленьку дитину.;ну;дити^ну
Й нехай же я підгодую;ую;підгоду^ю
Маленьку дитину.;ну;дити^ну
– Й будеш тоді, моя жінко,;ко;жі^нко
Дитя годувати,;ти;годува^ти
Як я піду до Дунаю;аю;дуна^ю
Ножі полокати.;ти;полока^ти
Як я піду до Дунаю;аю;дуна^ю
Ножі полокати.;ти;полока^ти
Й були добрі сусідочки,;ки;сусі^дочки
– Дали неньці знати:;ти;зна^ти
– Ой йди, ой йди, рідна нене,;не;не^не
Дочку поховати.;ти;похова^ти
– Ой йди, ой йди, рідна нене,;не;не^не
Дочку поховати.;ти;похова^ти
Біжит отець, біжит мати,;ти;ма^ти
Біжит вся родина:;на;роди^на
– Відчинітся, смутні двері,;рі;две^рі
Тут моя дитина.;на;дити^на
– Відчинітся, смутні двері,;рі;две^рі
Тут моя дитина.;на;дити^на
ОЙ ЗАЦВІЛА СИНЯ КВІТКА;ка;кві^тка
Ой зацвіла синя квітка;ка;кві^тка
Коло перелазу,;зу;перела^зу
Були губки солоденькі;кі;солоде^нькі
В миленької зразу.;зу;зра^зу
Були губки солоденькі;кі;солоде^нькі
В миленької зразу.;зу;зра^зу
Були губки солоденькі,;кі;солоде^нькі
А потому згіркли,;ли;згі^ркли
Занадився мій миленький;ий;миле^нький
До чужої жінки.;ки;жі^нки
Занадився мій миленький;ий;миле^нький
До чужої жінки.;ки;жі^нки
Як прийшов же він до неї:;еї;не^ї
– Відчини ж ти, серце.;це;се^рце
Вона встала, відказала:;ла;відказа^ла
– Забий жінку перше.;ше;пе^рше
Вона встала, відказала:;ла;відказа^ла
– Забий жінку перше.;ше;пе^рше
– Як же ж її, дівчинонько,;ко;дівчино^нько
Як її забити?;ти;заби^ти
Моя жінка ластівонька;ка;ластіво^нька
Буде ся просити.;ти;проси^ти
Моя жінка ластівонька;ка;ластіво^нька
Буде ся просити.;ти;проси^ти
– Не дивися, козаченьку,;ку;козаче^ньку
На її просьбоньку,;ку;просьбо^ньку
Забий косу у лавоньку;ку;лаво^ньку
Та й бий в головоньку.;ку;голово^ньку
Забий косу у лавоньку;ку;лаво^ньку
Та й бий в головоньку.;ку;голово^ньку
Ой пішов той козаченько,;ко;козаче^нько
Горілки напився,;ся;напи^вся
А прийшов же він додому,;му;додо^му
До жінки вчепився.;ся;вчепи^вся
А прийшов же він додому,;му;додо^му
До жінки вчепився.;ся;вчепи^вся
Сидить мила коло столу,;лу;сто^лу
Дитину годує,;ує;году^є
Ходить милий по кімнаті,;ті;кімна^ті
Ножика готує.;ує;готу^є
Ходить милий по кімнаті,;ті;кімна^ті
Ножика готує.;ує;готу^є
– Покинь, мила чорнобрива,;ва;чорнобри^ва
Дитя годувати,;ти;годува^ти
Бо я піду до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
Бо я піду до Дунаю;аю;дуна^ю
Ножа полокати.;ти;полока^ти
– Почкай мені, мій миленький,;ий;миле^нький
Хоть одну годину,;ну;годи^ну
Ой нехай я нагодую;ую;нагоду^ю
