Number of line;Title;Text
1095;;В прийом викликають,
1096;;Молодую дівчиноньку
1097;;Сльози обливають.
1098;;Молодую дівчиноньку
1099;;Сльози обливають.
1100;;
1101;;– Ой дівчино, дівчинонько,
1102;;Якої ж ти віри,
1103;;Чом ти тоді не плакала,
1104;;Як я йшов до міри?
1105;;Чом ти тоді не плакала,
1106;;Як я йшов до міри?
1107;;
1108;;Чом ти тоді не плакала,
1109;;Чом не голосила,
1110;;Чом за мене, молодого,
1111;;Бога не просила?
1112;;Чом за мене, молодого,
1113;;Бога не просила?
1114;;
1115;;– Ой плакала ж я, плакала
1116;;Та ще й голосила,
1117;;Я за тебе, молодого,
1118;;Бога не впросила.
1119;;Я за тебе, молодого,
1120;;Бога не впросила.
1121;;
1122;;– Ой піду я в чисте поле,
1123;;Терном поколишу,
1124;;На кого ж я, товаришу,
1125;;Цю дівчину лишу?
1126;;На кого ж я, товаришу,
1127;;Цю дівчину лишу?
1128;;
1129;;– Ой на мене, товаришу,
1130;;На мене, на мене,
1131;;А я буду доглядати
1132;;Ще й краще за тебе.
1133;;А я буду доглядати
1134;;Ще й краще за тебе.
1135;;
1136;;– Ой доглядай, товаришу,
1137;;Хорошої дівки,
1138;;А я з війська повернуся,
1139;;Нап’ємся горілки.
1140;;А я з війська повернуся,
1141;;Нап’ємся горілки.
1142;;
1143;;Повернувся козаченько
1144;;До нової хати,
1145;;Мале дитя невеличке
1146;;Вчиться рачкувати.
1147;;Мале дитя невеличке
1148;;Вчиться рачкувати.
1149;;
1150;;– Бодай тебе доглядала
1151;;Лихая година,
1152;;Десь взялася в дівчиноньки
1153;;Малая дитина.
1154;;Десь взялася в дівчиноньки
1155;;Малая дитина.
1156;;
1157;;– Не журися, козаченьку,
1158;;Цею дівчиною,
1159;;За рік, за два, за чотири
1160;;Буде прислугою.
1161;;За рік, за два, за чотири
1162;;Буде прислугою.
1163;;
1164;КОЛО МЛИНА КРЕМІНИНА;Коло млина кремінина,
1165;;"Зацвіла калина;"
1166;;Навчилася в саду спати
1167;;Молода дівчина.
1168;;Навчилася в саду спати
1169;;Молода дівчина.
1170;;
1171;;Навчилася в саду спати
1172;;Межи яблінками,
1173;;Щоби мати розмовочку
1174;;Всю ніч з парубками.
1175;;Щоби мати розмовочку
1176;;Всю ніч з парубками.
1177;;
1178;;– Пусти мене, моя мамцю,
1179;;В вишнів сад гуляти, –
1180;;Перші півні перепіют,
1181;;Я ввійду до хати.
1182;;Перші півні перепіют,
1183;;Я ввійду до хати.
1184;;
1185;;Піют півні, піют другі
1186;;Ще й курка сокоче.
1187;;Кличе мати вечеряти,
1188;;А дочка не хоче.
1189;;Кличе мати вечеряти,
1190;;А дочка не хоче.
1191;;
1192;;– Вечеряй же, моя мамцю,
1193;;Що-с си наварила,
1194;;Бо вже мені, моя мамцю,
1195;;Вечеря не мила.
1196;;Бо вже мені, моя мамцю,
1197;;Вечеря не мила.
1198;;
1199;;Ішли хлопці попід садок,
1200;;Почали співати,
1201;;А дівчині жалко стало,
1202;;Та й стала плакати.
1203;;А дівчині жалко стало,
1204;;Та й стала плакати.
1205;;
1206;;– Ой дівчино-дівчинонько,
1207;;Якої ти віри?
1208;;Чому-с тогди не плакала,
1209;;Як я йшов до міри?
1210;;Чому-с тогди не плакала,
1211;;Як я йшов до міри?
1212;;
1213;;Чому-с тогди не плакала
1214;;Та й не голосила,
1215;;Була би-с ня, молодого,
1216;;З війська випросила.
1217;;Була би-с ня, молодого,
1218;;З війська випросила.
1219;;
1220;;– Ой ти, брате-товаришу,
1221;;Ти мій товаришу,
1222;;На кого ж я, товаришу,
1223;;Своє дівча лишу?
1224;;На кого ж я, товаришу,
1225;;Своє дівча лишу?
1226;;
1227;;– Ой на мене, товаришу,
1228;;На мене,на мене,
1229;;А я буду доглядати
1230;;Ще ліпше від тебе.
1231;;А я буду доглядати
1232;;Ще ліпше від тебе.
1233;;
1234;;– Доглядай ми, товаришу,
1235;;Доглядай ми’ дівки,
1236;;Як я з війська повернуся, –
1237;;Нап’ємся горівки.
1238;;Як я з війська повернуся, –
1239;;Нап’ємся горівки.
1240;;
1241;;Козак з війська повертає,
1242;;Вступаає до хати,
1243;;А в дівчини мале дитя
1244;;Вчиться рачкувати.
1245;;А в дівчини мале дитя
1246;;Вчиться рачкувати.
1247;;
1248;;– Бодай же ти доглядала
1249;;Лихая година,
1250;;Де ся взяла у дівчини
1251;;Маленька дитина?
1252;;Де ся взяла у дівчини
1253;;Маленька дитина?
1254;;
1255;;Налетіли гуси з броду,
1256;;Та всьо сиві, сиві,
1257;;Хто не знає закохання,
1258;;Той в Бога щасливий.
1259;;Хто не знає закохання,
1260;;Той в Бога щасливий.
1261;;
1262;;Налетіли гуси з броду,
1263;;Та всьо білі, білі,
1264;;Це нашому закоханню
1265;;Всього дві неділі. 
1266;;Це нашому закоханню
1267;;Всього дві неділі.
1268;;
1269;ОЙ ШОБ НЕ МОРОЗ;Ой шоб не мороз
1270;;Да не зимная роса,
1271;;То побігла б я
1272;;До березени боса.
1273;;То побігла б я
1274;;До березени боса.
1275;;
